member_supplier_name~membership_number~catalogue_name~brand_name~label_name~appa_product_code~product_code~product_name~product_code_group~categorisation~category_ /_sub category~Memento Category~additional_keywords~product_tags~discontinued_stock~product_description~description_additional~product_features~product_materials~product_item_size~product_packaging_inner~product_image_file_name~alternate_views_image_file_names~group_image_file_name~colours_available_appa~colours_available_supplier~colour_image_file_names~colour_product_codes~product_sizes~size_images~size_product_code~decoration_options_available~decoration_areas~indent_only~branded~custom_field_1~custom_field_2~custom_field_3~price_decoration_description~decoration position ~decoration color~decoration_type~price_product_code~price_notes~MOQ~IOQ~qty_1~sell_1~qty_2~sell_2~qty_3~sell_3~qty_4~sell_4~qty_5~sell_5~qty_6~sell_6~qty_7~sell_7~qty_8~sell_8~additional_charges_name1~additional_charge_value1~Set-up Charge~additional_charges_notes1~additional_charges_name2~additional_charge_value2~additional_charges_notes2~carton_height~carton_width~carton_depth~carton_weight~carton_qty~carton_cubic~carton_notes~freight_description~product_URL
1738~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~23.58~25~20.03~50~16.97~100~15.60~250~14.02~500~12.08~1000~10.88~2500~10.46~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1739~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~27.04~25~22.63~50~18.63~100~16.55~250~15.47~500~13.43~1000~12.13~2500~11.71~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1740~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~28.60~25~24.19~50~20.13~100~18.00~250~15.68~500~14.77~1000~13.38~2500~12.96~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1741~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~23.58~25~20.03~50~16.97~100~15.60~250~14.02~500~12.08~1000~10.88~2500~10.46~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1742~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~24.62~25~21.07~50~17.97~100~16.60~250~14.98~500~12.98~1000~11.71~2500~11.29~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1743~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~29.81~25~19.39~50~14.88~100~12.02~250~11.27~500~10.14~1000~9.35~2500~9.21~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1744~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~46.93~25~27.66~50~18.45~100~14.18~250~13.37~500~12.01~1000~11.01~2500~10.74~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1745~2164~The Range 2017~~~~21M9182GR~A5 Pad Cover~21M9182GR~21M21M9182GR~Compendiums/Non-Leather Pad Covers | ~Stationery | Compendiums~Compendium |  Non-Leather Pad Covers |  Leather-look | and | contrasting | EVA | foam | construction | with | elastic | closure | and | spiral | pad. |  Black with Grey |  cardholder~~FALSE~Leather-look and contrasting EVA foam construction with elastic closure, business card holder, pen loop and spiral pad which  inserts from the side.~~~Microfiber with pvc colour corner~225mm(h) x 170mm(w) x 25mm(d)~Polybag~9182GR.jpg~9182GR_0007.jpg | 9182GR_0004.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 100mm(w) x 100mm(h)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Laser Engrave~1 position~Tone on tone~Laser Engrave~Laser Engrave~~10~~10~17.70~25~17.01~50~15.10~100~12.85~250~11.76~500~10.51~1000~9.63~2500~9.49~Setup~75~105~Repeat Setup Cost: $25~Pre Production Sample~~$25~410~190~460~16.5~60~0.035834~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9182GR
1746~2164~The Range 2017~~~~21M9186~Wine Rack~21M9186~21M21M9186~Home and Travel/Bar Accessories | ~Glass & Drinkware | Wine & Champagne~Home |  Travel |  Bar Accessories |  6 |  Bottle |  wine |  rack |  stopper |  foil |  cutter |  black |  silver |  trim |  Black with silver~~FALSE~A great wine accessory. This foldable 6 bottle wine rack with built-in bar accessories section.~Includes bottle stopper, waiters friend and wine foil cutter.~~Plastic~302mm(h) x 302mm(w) x 20mm(d) - Folded~In a polybag and presented in a plain white tuck box.  Packaging Size: 310mm(h) x 310mm(w) x 34mm(d)~9186.jpg~9186_0005.jpg | ~~~~~~~~~Colour Print  |  Print with Dome ~Pad: 40mm(h) x 20mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~21.76~25~13.46~50~11.56~100~9.77~250~9.02~500~8.03~1000~7.22~2500~7.15~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~330~330~455~7.5~12~0.0495495~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9186
1747~2164~The Range 2017~~~~21M9186~Wine Rack~21M9186~21M21M9186~Home and Travel/Bar Accessories | ~Glass & Drinkware | Wine & Champagne~Home |  Travel |  Bar Accessories |  6 |  Bottle |  wine |  rack |  stopper |  foil |  cutter |  black |  silver |  trim |  Black with silver~~FALSE~A great wine accessory. This foldable 6 bottle wine rack with built-in bar accessories section.~Includes bottle stopper, waiters friend and wine foil cutter.~~Plastic~302mm(h) x 302mm(w) x 20mm(d) - Folded~In a polybag and presented in a plain white tuck box.  Packaging Size: 310mm(h) x 310mm(w) x 34mm(d)~9186.jpg~9186_0005.jpg | ~~~~~~~~~Colour Print  |  Print with Dome ~Pad: 40mm(h) x 20mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Screen Print (2 colours)~1 position~2 colour~Screen Print~Screen Print~~10~~10~34.74~25~18.65~50~14.41~100~11.77~250~10.87~500~9.67~1000~8.68~2500~8.54~Setup~150~210~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~330~330~455~7.5~12~0.0495495~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9186
1748~2164~The Range 2017~~~~21M9186~Wine Rack~21M9186~21M21M9186~Home and Travel/Bar Accessories | ~Glass & Drinkware | Wine & Champagne~Home |  Travel |  Bar Accessories |  6 |  Bottle |  wine |  rack |  stopper |  foil |  cutter |  black |  silver |  trim |  Black with silver~~FALSE~A great wine accessory. This foldable 6 bottle wine rack with built-in bar accessories section.~Includes bottle stopper, waiters friend and wine foil cutter.~~Plastic~302mm(h) x 302mm(w) x 20mm(d) - Folded~In a polybag and presented in a plain white tuck box.  Packaging Size: 310mm(h) x 310mm(w) x 34mm(d)~9186.jpg~9186_0005.jpg | ~~~~~~~~~Colour Print  |  Print with Dome ~Pad: 40mm(h) x 20mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 colour pad print (1 colour)~1 position~1 colour~Pad Print~Pad Print~~10~~10~27.30~25~16.88~50~12.89~100~10.10~250~9.50~500~8.55~1000~7.71~2500~7.57~Setup~85~120~Repeat Setup Cost: $50~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~330~330~455~7.5~12~0.0495495~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9186
1749~2164~The Range 2017~~~~21M9186~Wine Rack~21M9186~21M21M9186~Home and Travel/Bar Accessories | ~Glass & Drinkware | Wine & Champagne~Home |  Travel |  Bar Accessories |  6 |  Bottle |  wine |  rack |  stopper |  foil |  cutter |  black |  silver |  trim |  Black with silver~~FALSE~A great wine accessory. This foldable 6 bottle wine rack with built-in bar accessories section.~Includes bottle stopper, waiters friend and wine foil cutter.~~Plastic~302mm(h) x 302mm(w) x 20mm(d) - Folded~In a polybag and presented in a plain white tuck box.  Packaging Size: 310mm(h) x 310mm(w) x 34mm(d)~9186.jpg~9186_0005.jpg | ~~~~~~~~~Colour Print  |  Print with Dome ~Pad: 40mm(h) x 20mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 colour pad print (2 colours)~1 position~2 colour~Pad Print~Pad Print~~10~~10~44.43~25~25.15~50~17.16~100~12.27~250~11.60~500~10.42~1000~9.38~2500~9.10~Setup~140~200~Repeat Setup Cost: $35~Pre Production Sample~~$85.00 +$45.00 per colour + $50.00 per colour (if job proceeds)~330~330~455~7.5~12~0.0495495~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9186
1750~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Screen Print (1 colour)~1 position~1 colour~Screen Print~Screen Print~~10~~10~66.74~25~56.30~50~50.35~100~44.11~250~39.35~500~38.11~1000~38.04~2500~37.97~Setup~75~105~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1751~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Screen Print (2 colours)~1 position~2 colour~Screen Print~Screen Print~~10~~10~79.72~25~61.30~50~53.02~100~45.90~250~40.94~500~39.64~1000~39.50~2500~39.36~Setup~150~210~Repeat Setup Cost: $40~Pre Production Sample~~$75.00 + $50.00 per colour + $40.00 per colour (if job proceeds)~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1752~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + Deboss~1 position~Tone on tone~Deboss~Blind Emboss~~10~~10~67.52~25~60.88~50~54.71~100~48.07~250~42.54~500~40.89~1000~40.40~2500~39.85~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1753~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Filled Deboss (1 colour)~1 position~1 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~70.98~25~63.38~50~56.32~100~49.42~250~43.79~500~42.14~1000~41.65~2500~41.10~Setup~195~275~Repeat Setup Cost: $40~Pre Production Sample~~$195~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1754~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Filled Deboss (2 colours)~1 position~2 colour~Foil Filled Deboss~Foil Filled Emboss~~10~~10~72.54~25~64.88~50~57.77~100~50.76~250~45.04~500~43.39~1000~42.90~2500~42.35~Setup~235~330~Repeat Setup Cost: $40~Pre Production Sample~~$40~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1755~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 1 Colour Foil Stamp (1 colour)~1 position~1 colour~Foil Stamp~Foil Stamping~~10~~10~67.52~25~60.88~50~54.71~100~48.07~250~42.54~500~40.89~1000~40.40~2500~39.85~Setup~185~260~Repeat Setup Cost: $30~Pre Production Sample~~$185~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
1756~2164~The Range 2017~~~~21M9187~A4 Bonded Leather Compendium~21M9187~21M21M9187~Compendiums/Tablet Compatible | Compendiums/Leather Zippered | Technology/Tablet Compatible | ~Stationery | Compendiums~Technology |  Compendium |  Leather Zippered |  Tablet Compatible |  Bonded leather compendium removable ring binder pad insert zippered closure pen loop black |  iPad |  iPad Pro |  Samsung |  Galaxy |  Surface |  side entry pad |  Black~~FALSE~Manufactured from bonded leather with solar calculator.~Features include zippered closure, inside gusseted pockets, zippered gusseted internal pocket, business card holders, pen loop and A4 lined pad which inserts from the top. Will accommodate a side entry pad. Pen not included. Check out our Tablet Compatibility chart to see which tablets fit in the product.~~Bonded leather~341mm(h) x 280mm(w) x 52mm(d)~Wrapped in tissue paper and presented in a 2 part black deluxe gift box. Packaging Size: 360mm(h) x 300mm(w) x 50mm(d)~9187.jpg~9187_2.jpg | ~~~~~~~~~Badge  |  Colour Print  |  Deboss  |  Debossed Foil  |  Foil Stamp  |  Full Colour Print  |  Laser Engrave ~Screen: 120mm(h) x 50mm(w)~FALSE~FALSE~Last created : 26/Aug/16~~~Item + 2 Colour Foil Stamp (2 colours)~1 position~2 colour~Foil Stamp~Foil Stamping~~10~~10~68.56~25~61.88~50~55.68~100~48.97~250~43.38~500~41.72~1000~41.24~2500~40.68~Setup~215~305~Repeat Setup Cost: $30~Pre Production Sample~~$30~560~325~385~15~10~0.07007~~FREE Freight to SYD, MEL, BNE, GC, CBR for orders where the product component is over $250.00 + GST~http://www.therange.com.au/appa/?9187
