member_supplier_name,membership_number,catalogue_name,brand_name,label_name,appa_product_code,product_code,product_name,product_code_group,categorisation,category_ /_sub category,Memento Category,additional_keywords,product_tags,discontinued_stock,product_description,description_additional,product_features,product_materials,product_item_size,product_packaging_inner,product_image_file_name,alternate_views_image_file_names,group_image_file_name,colours_available_appa,colours_available_supplier,colour_image_file_names,colour_product_codes,product_sizes,size_images,size_product_code,decoration_options_available,decoration_areas,indent_only,branded,custom_field_1,custom_field_2,custom_field_3,price_decoration_description,decoration position ,decoration color,decoration_type,price_product_code,price_notes,MOQ,IOQ,qty_1,sell_1,qty_2,sell_2,qty_3,sell_3,qty_4,sell_4,qty_5,sell_5,qty_6,sell_6,qty_7,sell_7,qty_8,sell_8,additional_charges_name1,additional_charge_value1,Set-up Charge,additional_charges_notes1,additional_charges_name2,additional_charge_value2,additional_charges_notes2,carton_height,carton_width,carton_depth,carton_weight,carton_qty,carton_cubic,carton_notes,freight_description,product_URL
1,S005115,Bags Stock - Grace Collection Products Catalogue V1,,,,14MG1000,Classic Sports Bag,Bags | Duffle & Sports Bags,,,Bags | Duffle & Sports Bags,,,NO,"Zippered front pocket, Zippered pockets at each end, Large main compartment closes with double zip, Strong carry handle with wraparound velcro closure, Studded base for durability",,,600 Denier Nylon,60cm (W) x 33cm (H) x 27cm (D),,G1000.jpg,,,"Black/Yellow, Maroon/White, Navy/White, Black, Black/Red, Black/Royal","Black-Yellow, Maroon-White, Navy-White, Black, Black-Red, Black-Royal",,,,,,,"Top Panel: 20cm (W) x 15cm (H), Front Panel: 25cm (W) x 15cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,35.17,50,33.39,100,33.06,250,28.19,,, ,,,,,,,,75,,,,,,,,,"16 units-box, 55cm x 37cm x 52cm, 21kg",,,,
159,,Bags Stock - Grace Collection Products Catalogue V159,,,,14MG4688,Edge Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main compartment with zip closure, Adjustable shoulder strap with a large carry handle",,,600 Denier Nylon/PU Nubuck with Dense Foam Insulation,28cm (W) x 23cm (H) x 17cm (D),,G4688.jpg,,,"Royal, Navy, Black, Bottle","Royal, Navy, Black, Bottle",,,,,,,16cm (W) x 8cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,22.49,50,19.42,100,18.47,250,16.9,,,,,,,,,,,75,,,,,,,,,"25 units-box, 56cm x 54cm x 48cm, 11.5kg",,,,
160,,Bags Stock - Grace Collection Products Catalogue V160,,,,14MG4750,Conference Bag,,,,Bags | Satchels,,,NO,"3 large gusseted compartments close with double zip, Front pocket with double zip, Mobile phone pocket on 1 side, mesh pocket on other side with elastic top, Removable, adjustable shoulder strap, Business card holder on back, Suitable for notebook computer",,,600 Denier Nylon,44cm (W) x 33cm (H) x 20cm (D),,G4750.jpg,,,Black,Black,,,,,,,26cm (W) x 16cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,40,50,38.06,100,37.74,250,32.22,,,,,,,,,,,75,,,,,,,,,"12 units-box, 48cm x 38cm x 35cm, 14.5kg",,,,
160,,Bags Stock - Grace Collection Products Catalogue V160,,,,14MG4750,Conference Bag,,,,Bags | Satchels,,,NO,"3 large gusseted compartments close with double zip, Front pocket with double zip, Mobile phone pocket on 1 side, mesh pocket on other side with elastic top, Removable, adjustable shoulder strap, Business card holder on back, Suitable for notebook computer",,,600 Denier Nylon,44cm (W) x 33cm (H) x 20cm (D),,G4750.jpg,,,Black,Black,,,,,,,26cm (W) x 16cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,41.83,50,38.31,100,37.98,250,32.5,,,,,,,,,,,75,,,,,,,,,"12 units-box, 48cm x 38cm x 35cm, 14.5kg",,,,
161,,Bags Stock - Grace Collection Products Catalogue V161,,,,14MG4755,Deluxe Business Backpack,,,,Bags | Backpacks & Backsacks,,,NO,"Zippered main compartment with inner removable notebook bag, 1 front large zippered pocket with organiser, 1 large zippered pocket at 1 side, Mobile phone holder and mesh pocket at another side, Adjustable backpack strap with contoured carry handle, Suitable for notebook computer",,,600 Denier Nylon,40cm (W) x 45cm (H) x 22cm (D),,"G4755_A.jpg, G4755_B.jpg",,,"Black, Royal","Black, Royal",,,,,,,"Front Lower Panel: 14cm (W) x 6cm (H), Front Upper Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,38,50,36.13,100,35.81,250,30.56,,,,,,,,,,,75,,,,,,,,,"15 units-box, 45cm x 41cm x 60cm, 17.5kg",,,,
161,,Bags Stock - Grace Collection Products Catalogue V161,,,,14MG4755,Deluxe Business Backpack,,,,Bags | Backpacks & Backsacks,,,NO,"Zippered main compartment with inner removable notebook bag, 1 front large zippered pocket with organiser, 1 large zippered pocket at 1 side, Mobile phone holder and mesh pocket at another side, Adjustable backpack strap with contoured carry handle, Suitable for notebook computer",,,600 Denier Nylon,40cm (W) x 45cm (H) x 22cm (D),,"G4755_A.jpg, G4755_B.jpg",,,"Black, Royal","Black, Royal",,,,,,,"Front Lower Panel: 14cm (W) x 6cm (H), Front Upper Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,39.83,50,36.37,100,36.05,250,30.83,,,,,,,,,,,75,,,,,,,,,"15 units-box, 45cm x 41cm x 60cm, 17.5kg",,,,
162,,Bags Stock - Grace Collection Products Catalogue V162,,,,14MG4850,Handy Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment, Front pocket and 2 mesh side pockets, Adjustable shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,25cm (W) x 22cm (H) x 17cm (D),,G4850.jpg,,,"Black, Navy, Red, Royal, Silver","Black, Navy, Red, Royal, Silver",,,,,,,"Front Panel: 12cm (W) x 8cm (H), Top Panel: 14cm (W) x 10cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,15.83,50,15.14,100,14.25,250,13.47,,,,,,,,,,,75,,,,,,,,,"48 units-box, 56cm x 54cm x 48cm, 16kg",,,,
162,,Bags Stock - Grace Collection Products Catalogue V162,,,,14MG4850,Handy Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment, Front pocket and 2 mesh side pockets, Adjustable shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,25cm (W) x 22cm (H) x 17cm (D),,G4850.jpg,,,"Black, Navy, Red, Royal, Silver","Black, Navy, Red, Royal, Silver",,,,,,,"Front Panel: 12cm (W) x 8cm (H), Top Panel: 14cm (W) x 10cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,17.73,50,15.4,100,14.5,250,13.79,,,,,,,,,,,75,,,,,,,,,"48 units-box, 56cm x 54cm x 48cm, 16kg",,,,
163,,Bags Stock - Grace Collection Products Catalogue V163,,,,14MG4865,Passage Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front open pocket, Adjustable shoulder strap",,,70 Denier Nylon with Quality Foam Insulation,27cm (W) x 18cm (H) x 15cm (D),,"G4865.jpg, G4865_2.jpg",,,"Royal/Black, Red/Black, Silver/Black","Royal-Black, Red-Black, Silver-Black",,,,,,,"Top Panel: 15cm (W) x 8cm (H), Front Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,15.22,50,14.53,100,13.67,250,12.9,,,,,,,,,,,75,,,,,,,,,"50 units-box, 64cm x 32cm x 57cm, 11.5kg",,,,
163,,Bags Stock - Grace Collection Products Catalogue V163,,,,14MG4865,Passage Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front open pocket, Adjustable shoulder strap",,,70 Denier Nylon with Quality Foam Insulation,27cm (W) x 18cm (H) x 15cm (D),,"G4865.jpg, G4865_2.jpg",,,"Royal/Black, Red/Black, Silver/Black","Royal-Black, Red-Black, Silver-Black",,,,,,,"Top Panel: 15cm (W) x 8cm (H), Front Panel: 10cm (W) x 6cm (H)",,,,,,,1 Position,Medium,Embroidery,,,,,25,17.13,50,14.79,100,13.92,250,13.23,,,,,,,,,,,75,,,,,,,,,"50 units-box, 64cm x 32cm x 57cm, 11.5kg",,,,
164,,Bags Stock - Grace Collection Products Catalogue V164,,,,14MG4870,Inspire Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon with Quality  Foam Insulation,31cm (W) x 22cm (H) x 20cm (D),,G4870.jpg,,,"Navy/White/Red, Black/White/Black, Royal/White/Black, Black/White/Gold","Navy-White-Red, Black-White-Black, Royal-White-Black, Black-White-Gold",,,,,,,Front Panel: 11cm (W) x 7cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,20.85,50,19.42,100,18.47,250,16.82,,,,,,,,,,,75,,,,,,,,,"25 units-box, 68cm x 36cm x 58cm, 11.5kg",,,,
164,,Bags Stock - Grace Collection Products Catalogue V164,,,,14MG4870,Inspire Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Double zip closure lid, Front zippered pocket, Adjustable shoulder strap and carry handle",,,600 Denier Nylon with Quality  Foam Insulation,31cm (W) x 22cm (H) x 20cm (D),,G4870.jpg,,,"Navy/White/Red, Black/White/Black, Royal/White/Black, Black/White/Gold","Navy-White-Red, Black-White-Black, Royal-White-Black, Black-White-Gold",,,,,,,Front Panel: 11cm (W) x 7cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,22.75,50,19.67,100,18.71,250,17.12,,,,,,,,,,,75,,,,,,,,,"25 units-box, 68cm x 36cm x 58cm, 11.5kg",,,,
165,,Bags Stock - Grace Collection Products Catalogue V165,,,,14MG4900,Deluxe Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment with enhanced carry handle, Front zippered organiser pocket, 2 large side pockets with mesh, Detachable shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,30cm (W) x 28cm (H) x 19cm (D),,G4900.jpg,,,"Black, Navy, Red, Royal","Black, Navy, Red, Royal",,,,,,,10cm (W) x 14cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,22.14,50,20.67,100,19.68,250,17.94,,,,,,,,,,,75,,,,,,,,,"25 units-box, 54cm x 36cm x 46cm, 13kg",,,,
165,,Bags Stock - Grace Collection Products Catalogue V165,,,,14MG4900,Deluxe Cooler Bag,,,,Bags | Cooler Bags,,,NO,"Main zippered compartment with enhanced carry handle, Front zippered organiser pocket, 2 large side pockets with mesh, Detachable shoulder strap",,,600 Denier Nylon with Dense Foam Insulation,30cm (W) x 28cm (H) x 19cm (D),,G4900.jpg,,,"Black, Navy, Red, Royal","Black, Navy, Red, Royal",,,,,,,10cm (W) x 14cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,24.05,50,20.92,100,19.92,250,18.24,,,,,,,,,,,75,,,,,,,,,"25 units-box, 54cm x 36cm x 46cm, 13kg",,,,
166,,Bags Stock - Grace Collection Products Catalogue V166,,,,14MG5111,Canvas Tote Bag,,,,Bags | Tote Bags,,,NO,Double carry handle,,,10oz Cotton Canvas,38cm (W) x 43cm (H),,G5111.jpg,,,"Black, Bottle, Natural, Navy, Red, Royal","Black, Bottle, Natural, Navy, Red, Royal",,,,,,,24cm (W) x 28cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,12.98,50,12.28,100,11.5,250,10.81,,,,,,,,,,,75,,,,,,,,,"200 units-box, 45cm x 40cm x 56cm, 23.5kg",,,,
166,,Bags Stock - Grace Collection Products Catalogue V166,,,,14MG5111,Canvas Tote Bag,,,,Bags | Tote Bags,,,NO,Double carry handle,,,10oz Cotton Canvas,38cm (W) x 43cm (H),,G5111.jpg,,,"Black, Bottle, Natural, Navy, Red, Royal","Black, Bottle, Natural, Navy, Red, Royal",,,,,,,24cm (W) x 28cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,14.88,50,12.54,100,11.75,250,11.13,,,,,,,,,,,75,,,,,,,,,"200 units-box, 45cm x 40cm x 56cm, 23.5kg",,,,
167,,Bags Stock - Grace Collection Products Catalogue V167,,,,14MG5222,Travel Sports Bag,,,,Bags | Duffle & Sports Bags,,,NO,"Large main compartment with inside zippered pocket, Open end mesh pocket at 1 side, Wet product zippered pocket, Detachable, adjustable shoulder strap with carry handle",,,600 Denier Nylon,51cm (W) x 29cm (H) x 27cm (D),,G5222.jpg,,,"Black/Navy, Black/Royal, Black/Black","Black-Navy, Black-Royal, Black-Black",,,,,,,20cm (W) x 15cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,29.5,50,27.75,100,26.53,250,24.3,,,,,,,,,,,75,,,,,,,,,"25 units-box, 60cm x 50cm x 42cm, 18.5kg",,,,
167,,Bags Stock - Grace Collection Products Catalogue V167,,,,14MG5222,Travel Sports Bag,,,,Bags | Duffle & Sports Bags,,,NO,"Large main compartment with inside zippered pocket, Open end mesh pocket at 1 side, Wet product zippered pocket, Detachable, adjustable shoulder strap with carry handle",,,600 Denier Nylon,51cm (W) x 29cm (H) x 27cm (D),,G5222.jpg,,,"Black/Navy, Black/Royal, Black/Black","Black-Navy, Black-Royal, Black-Black",,,,,,,20cm (W) x 15cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,31.4,50,28,100,26.77,250,24.6,,,,,,,,,,,75,,,,,,,,,"25 units-box, 60cm x 50cm x 42cm, 18.5kg",,,,
168,,Bags Stock - Grace Collection Products Catalogue V168,,,,14MG5666,Jersey Bag,,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with draw string closure, Single adjustable carry handle",,,600 Denier Nylon,48cm (W) x 62cm (H) x 34cm (D),,G5666.jpg,,,Black,Black,,,,,,,Front Panel: 20cm (W) x 30cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,20.5,50,19.08,100,18.15,250,16.52,,,,,,,,,,,75,,,,,,,,,"30 units-box, 62.5cm x 37cm x 38cm, 17.5kg",,,,
168,,Bags Stock - Grace Collection Products Catalogue V168,,,,14MG5666,Jersey Bag,,,,Bags | Backpacks & Backsacks,,,NO,"Main compartment with draw string closure, Single adjustable carry handle",,,600 Denier Nylon,48cm (W) x 62cm (H) x 34cm (D),,G5666.jpg,,,Black,Black,,,,,,,Front Panel: 20cm (W) x 30cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,22.4,50,19.33,100,18.39,250,16.82,,,,,,,,,,,75,,,,,,,,,"30 units-box, 62.5cm x 37cm x 38cm, 17.5kg",,,,
169,,Bags Stock - Grace Collection Products Catalogue V169,,,,14MG6010,"Mambo 15"" Laptop Sleeve",,,,Bags | Laptop Bags & Tablet Sleeves,,,NO,"Main compartment with zippered closure, Three open pouches for accessories",,,3mm Neoprene,39cm (W) x 29cm (H) x 1.5cm (D),,G6010.jpg,,,"Black, Navy","Black, Navy",,,,,,,Front Panel: 10cm (W) x 10cm (H),,,,,,,1 Position,1 Colour,Plastisol Transfer,,,,,25,17.21,50,16.52,100,15.58,250,14.76,,,,,,,,,,,75,,,,,,,,,"50 units-box, 40cm x 32cm x 56cm, 12kg",,,,
169,,Bags Stock - Grace Collection Products Catalogue V169,,,,14MG6010,"Mambo 15"" Laptop Sleeve",,,,Bags | Laptop Bags & Tablet Sleeves,,,NO,"Main compartment with zippered closure, Three open pouches for accessories",,,3mm Neoprene,39cm (W) x 29cm (H) x 1.5cm (D),,G6010.jpg,,,"Black, Navy","Black, Navy",,,,,,,Front Panel: 10cm (W) x 10cm (H),,,,,,,1 Position,Medium,Embroidery,,,,,25,19.12,50,16.78,100,15.83,250,15.08,,,,,,,,,,,75,,,,,,,,,"50 units-box, 40cm x 32cm x 56cm, 12kg",,,,
170,S005115,Clothing Stock - Grace Collection Products Catalogue V1,,,,14MSP4001,Velocity Pants II - Mens,,,,Apparel | Pants,,,NO,"100% Polyester, Elasticised waist band, Zippered pocket on both sides and back",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-White,,,"XS,S,M,L,XL,2XL,3XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,33.67,50,31.67,100,30.32,250,27.06,,,,,,,,,,,75,,,,,,,,,,,,,
171,,Clothing Stock - Grace Collection Products Catalogue V2,,,,14MSP4001,Velocity Pants II - Childrens ,,,,Apparel | Pants,,,NO,"100% Polyester, Elasticised waist band, Zippered pocket on both sides and back",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-White,,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,33.91,50,30.67,100,29.35,250,26.17,,,,,,,,,,,75,,,,,,,,,,,,,
172,,Clothing Stock - Grace Collection Products Catalogue V3,,,,14MSP4003,Speed II Pants - Ladies,,,,Apparel | Pants,,,NO,"100% Polyester, Elasticised waist band and piping design, Zippered pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-Musk,,,"S,M,L,XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,34.08,50,30.83,100,29.52,250,26.32,,,,,,,,,,,75,,,,,,,,,,,,,
173,,Clothing Stock - Grace Collection Products Catalogue V4,,,,14MSP4003,Speed II Pants - Childrens,,,,Apparel | Pants,,,NO,"100% Polyester, Elasticised waist band and piping design, Zippered pocket on both sides",,,100% Polyester,,,STJ4000_4002_sp4001_4003.jpg,,,,Black-Musk,,,"10,12,14",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,33.39,50,30.17,100,28.87,250,25.72,,,,,,,,,,,75,,,,,,,,,,,,,
174,,Clothing Stock - Grace Collection Products Catalogue V5,,,,14MST1012,Raymond Polo - Mens ,,,,Apparel | Polo Shirts,,,NO,"Self fabric style collar, Contrast stitching design on collar and body, Button finish",,,Cotton Back - 45% Cotton /Coolde 55% Polyester,,,ST1012.jpg,,,,"Royal-White-Red, Navy-White-Red, Black-White- Red, White-Navy-Red",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,34.08,50,30.83,100,29.52,250,26.32,,,,,,,,,,,75,,,,,,,,,,,,,
175,,Clothing Stock - Grace Collection Products Catalogue V6,,,,14MST1012,Raymond Polo - Ladies ,,,,Apparel | Polo Shirts,,,NO,"Self fabric style collar, Contrast stitching design on collar and body, Button finish",,,Cotton Back - 45% Cotton /Coolde 55% Polyester,,,ST1012.jpg,,,,"Royal-White-Red, Navy-White-Red, Black-White- Red, White-Navy-Red",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,32.87,50,29.67,100,28.39,250,25.27,,,,,,,,,,,75,,,,,,,,,,,,,
176,,Clothing Stock - Grace Collection Products Catalogue V7,,,,14MST1015,Deakin Polo - Mens,,,,Apparel | Polo Shirts,,,NO,Contrast panel & piping design at front. Ribbed collar. Side split,,,Cool Dry Poly-Micro Mesh Knit,,,ST1015.jpj,,,,"Emerald-Navy, Gold-Black, Navy-White, Black-Orange",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,31.66,50,28.5,100,27.26,250,24.22,,,,,,,,,,,75,,,,,,,,,,,,,
177,,Clothing Stock - Grace Collection Products Catalogue V8,,,,14MST1015,Deakin Polo - Ladies,,,,Apparel | Polo Shirts,,,NO,Contrast panel & piping design at front. Ribbed collar. Side split,,,Cool Dry Poly-Micro Mesh Knit,,,ST1015.jpj,,,,"Emerald-Navy, Gold-Black, Navy-White, Black-Orange",,,"8,10,12,14,16",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,30.79,50,27.67,100,26.45,250,23.47,,,,,,,,,,,75,,,,,,,,,,,,,
178,,Clothing Stock - Grace Collection Products Catalogue V9,,,,14MST1016,Blade Polo - Mens,,,,Apparel | Polo Shirts,,,NO,"Ribbed style collar with trim, Ribbed style placket & cuffs with trim, Button finish",,,Cotton Back - 45% Cotton /Coolde 55% Polyester,,,ST1016.jpg,,,,"Red-White, Royal-White, Navy-White, Beige-Navy, White-Navy",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,34.08,50,30.83,100,29.52,250,26.32,,,,,,,,,,,75,,,,,,,,,,,,,
179,,Clothing Stock - Grace Collection Products Catalogue V10,,,,14MST1016,Blade Polo - Ladies,,,,Apparel | Polo Shirts,,,NO,"Ribbed style collar with trim, Ribbed style placket & cuffs with trim, Button finish",,,Cotton Back - 45% Cotton /Coolde 55% Polyester,,,ST1016.jpg,,,,"Red-White, Royal-White, Navy-White, Beige-Navy, White-Navy, Musk-White (Ladies Only)",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,32.87,50,29.67,100,28.39,250,25.27,,,,,,,,,,,75,,,,,,,,,,,,,
180,,Clothing Stock - Grace Collection Products Catalogue V11,,,,14MST1017,Coel Polo - Mens,,,,Apparel | Polo Shirts,,,NO,"100% Cool Dry Polyester micro mesh knit
Contrast piping design at the front
Self-fabric style collar
3 buttons placket (for men) and 5 buttons placket (for ladies)
160 gsm",,,100% Cool Dry Polyester micro mesh knit,,,ST1017.jpg,,,,"Navy-White, Black-Grey, Lime-Grey, White-Grey",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,30.62,50,27.5,100,26.29,250,23.33,,,,,,,,,,,75,,,,,,,,,,,,,
181,,Clothing Stock - Grace Collection Products Catalogue V12,,,,14MST1017,Coel Polo - Ladies,,,,Apparel | Polo Shirts,,,NO,"100% Cool Dry Polyester micro mesh knit
Contrast piping design at the front
Self-fabric style collar
3 buttons placket (for men) and 5 buttons placket (for ladies)
160 gsm",,,100% Cool Dry Polyester micro mesh knit,,,ST1017.jpg,,,,"Navy-White, Black-Grey, Lime-Grey, White-Grey",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,29.76,50,26.67,100,25.48,250,22.58,,,,,,,,,,,75,,,,,,,,,,,,,
182,,Clothing Stock - Grace Collection Products Catalogue V13,,,,14MST1018,Titan Polo - Mens,,,,Apparel | Polo Shirts,,,NO,"160gsm, Contrast 2 panel design on each shoulder, Ribbed style collar, Contrast colour placket",,,Coolde 100% cool dry polyester,,,ST1018.jpg,,,,"Black, Red, White, Hot Pink",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,29.93,50,26.83,100,25.65,250,22.73,,,,,,,,,,,75,,,,,,,,,,,,,
183,,Clothing Stock - Grace Collection Products Catalogue V14,,,,14MST1018,Titan Polo - Ladies ,,,,Apparel | Polo Shirts,,,NO,"160gsm, Contrast 2 panel design on each shoulder, Ribbed style collar, Contrast colour placket",,,Coolde 100% cool dry polyester,,,ST1018.jpg,,,,"Black, Red, White, Hot Pink",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,28.89,50,25.83,100,24.68,250,21.83,,,,,,,,,,,75,,,,,,,,,,,,,
184,,Clothing Stock - Grace Collection Products Catalogue V15,,,,14MST1019,Bamboo,,,,Apparel | Polo Shirts,,,NO,100% Cool Dry Polyester-Bamboo charcoal Pique Knit. Permanent anti-odour. Contrast ribbed style collar and cuff,,,100% Cool Dry Polyester-Bamboo charcoal Pique Knit,,,ST1019.jpg,,,,"Charcoal-White-Red, Black-Grey-Lime, Navy-Grey-Orange, Orange-Grey-Black, Blue-Grey-Navy, ",,,"S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,30.97,50,27.83,100,26.61,250,23.62,,,,,,,,,,,75,,,,,,,,,,,,,
185,,Clothing Stock - Grace Collection Products Catalogue V16,,,,14MST1019,Bamboo,,,,Apparel | Polo Shirts,,,NO,100% Cool Dry Polyester-Bamboo charcoal Pique Knit. Permanent anti-odour. Contrast ribbed style collar and cuff,,,100% Cool Dry Polyester-Bamboo charcoal Pique Knit,,,ST1019.jpg,,,,"Charcoal-White-Red, Black-Grey-Lime, Navy-Grey-Orange, Orange-Grey-Black, Blue-Grey-Navy, Pink-Grey-Navy",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,29.93,50,26.83,100,25.65,250,22.73,,,,,,,,,,,75,,,,,,,,,,,,,
186,,Clothing Stock - Grace Collection Products Catalogue V17,,,,14MST1020,Eureka Polo - Mens,,,,Apparel | Polo Shirts,,,NO,"160gsm, Trim design on shoulder and cuff, Self fabric style collar, Button finish in male shirt, Open finish on female shirt",,,Coolde 100% cool dry polyester,,,ST1020.jpg,,,,"Red-White (Ladies Only),Navy-White, Bottle-Aussie Gold, Cherry Red-White (Mens Only), Royal-White, White-Navy, Black-White, Cherry Red-Black",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,29.41,50,26.33,100,25.16,250,22.28,,,,,,,,,,,75,,,,,,,,,,,,,
187,,Clothing Stock - Grace Collection Products Catalogue V18,,,,14MST1020,Eureka Polo - Ladies,,,,Apparel | Polo Shirts,,,NO,"160gsm, Trim design on shoulder and cuff, Self fabric style collar, Button finish in male shirt, Open finish on female shirt",,,Coolde 100% cool dry polyester,,,ST1020.jpg,,,,"Red-White (Ladies Only),Navy-White, Bottle-Aussie Gold, Cherry Red-White (Mens Only), Royal-White, White-Navy, Black-White, Cherry Red-Black",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,28.55,50,25.5,100,24.35,250,21.53,,,,,,,,,,,75,,,,,,,,,,,,,
188,,Clothing Stock - Grace Collection Products Catalogue V19,,,,14MST1021,Stripes Polo - Mens,,,,Apparel | Polo Shirts,,,NO,"100% Polyester cool dry, Ribbed style collar, Horizontal striped pattern design both sides, Side split, 160 gsm",,,100% Polyester cool dry,,,ST1021.jpg,,,,"Black-White, Navy-White, Royal-White, White-Red, White-Black",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,33.74,50,30.5,100,29.19,250,26.02,,,,,,,,,,,75,,,,,,,,,,,,,
189,,Clothing Stock - Grace Collection Products Catalogue V20,,,,14MST1021,Stripes Polo- Ladies ,,,,Apparel | Polo Shirts,,,NO,"100% Polyester cool dry, Ribbed style collar, Horizontal striped pattern design both sides, Side split, 160 gsm",,,100% Polyester cool dry,,,ST1021.jpg,,,,"Black-White, Navy-White, Royal-White, White-Red, White-Black",,,"8,10,12,14,16,18,20,22",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,32.7,50,29.5,100,28.23,250,25.12,,,,,,,,,,,75,,,,,,,,,,,,,
190,,Clothing Stock - Grace Collection Products Catalogue V21,,,,14MST1023,Stealth Polo- Mens,,,,Apparel | Polo Shirts,,,NO,"160gsm, Ribbed style collar with trim, Trim design under each arm, Contrast placket, Side split",,,Coolde 100% cool dry polyester mesh knit,,,ST1023.jpg,,,,"Navy-White, White-Black, Bottle-Aussie Gold, Red-White, Royal-Aussie Gold, Black-White, Dark Maroon-White",,,"XS,S,M,L,XL,2XL,3XL,5XL",,,,,NO,,,,,,1 Position,1 Colour,Screen Printing - Large,,,,,25,29.41,50,26.33,100,25.16,250,22.28,,,,,,,,,,,75,,,,,,,,,,,,,
